Hotel_ID,Hotel_Name,Raw_Hotel_Name,Location,City,State,Landmark,Address
85,Capital O Elegant Amethyst Business Hotel,Capital O Elegant Amethyst Business Hotel Near Ragigudda Sri Prasanna Anjaneyaswamy Temple,Bangalore,Bangalore,Karnataka,Near Ragigudda Sri Prasanna Anjaneyaswamy Temple,"Near Ragigudda Sri Prasanna Anjaneyaswamy Temple, Bangalore, Karnataka"
230,OYO One Hotel,OYO One Hotel,Ghaziabad,Ghaziabad,Uttar Pradesh,,"Ghaziabad, Uttar Pradesh"
245,Capital O Premium Hotel Victoria Heights,Capital O Premium Hotel Victoria Heights Near Sri Someshwara Swami Temple,Bangalore,Bangalore,Karnataka,Near Sri Someshwara Swami Temple,"Near Sri Someshwara Swami Temple, Bangalore, Karnataka"
372,Townhouse OAK Grand Regency,Townhouse OAK Grand Regency Near ISKCON temple Bangalore,Bangalore,Bangalore,Karnataka,Near ISKCON temple Bangalore,"Near ISKCON temple Bangalore, Karnataka"
467,Capital O Santi Inn,Capital O Santi Inn,Delhi_Transit,Delhi (Transit),Delhi,"Near IGI Airport, Mahipalpur","Near IGI Airport, Mahipalpur, Delhi"
495,Flagship Aravali Residency,Flagship Aravali Residency,Manesar,Manesar,Haryana,,"Manesar, Haryana"
541,OYO Townhouse 916 Hotel Tatva,OYO Townhouse 916 Hotel Tatva,Jaipur,Jaipur,Rajasthan,,"Jaipur, Rajasthan"
682,Flagship Hotel Crystal,Flagship Hotel Crystal,Ahmedabad,Ahmedabad,Gujarat,,"Ahmedabad, Gujarat"
894,Super OYO Kings 10,Super OYO Kings 10 Near Snow City,Bangalore,Bangalore,Karnataka,Near Snow City,"Near Snow City, Bangalore, Karnataka"
968,OYO Hotel Kadamb Inn,OYO Hotel Kadamb Inn,Ahmedabad,Ahmedabad,Gujarat,,"Ahmedabad, Gujarat"
976,Super OYO Hotel Silver Plaza,Super OYO Hotel Silver Plaza,Ahmedabad,Ahmedabad,Gujarat,,"Ahmedabad, Gujarat"
1001,OYO Flagship 917 Hotel Imperial,OYO Flagship 917 Hotel Imperial,Delhi_Transit,Delhi (Transit),Delhi,"Near IGI Airport, Mahipalpur","Near IGI Airport, Mahipalpur, Delhi"
1177,Collection O Hotel Shri Sai Residency,Collection O Hotel Shri Sai Residency,Jaipur,Jaipur,Rajasthan,,"Jaipur, Rajasthan"
1492,FLAGSHIP Raaj Residency,FLAGSHIP Raaj Residency,Chennai,Chennai,Tamil Nadu,,"Chennai, Tamil Nadu"
1528,Super OYO Townhouse Oak 1271 Hotel Raajpath,Super OYO Townhouse Oak 1271 Hotel Raajpath,Vadodara,Vadodara,Gujarat,,"Vadodara, Gujarat"
1561,Collection O O 1299 Hotel Mukut Regency,Collection O O 1299 Hotel Mukut Regency,Ghaziabad,Ghaziabad,Uttar Pradesh,,"Ghaziabad, Uttar Pradesh"
1766,OYO Townhouse 945 Hotel Rk Palace,OYO Townhouse 945 Hotel Rk Palace,Jaipur,Jaipur,Rajasthan,,"Jaipur, Rajasthan"
1878,NIMALAN RESIDENCY,NIMALAN RESIDENCY,Chennai,Chennai,Tamil Nadu,,"Chennai, Tamil Nadu"
1880,Capital O J2 Service Appartment,Capital O J2 Service Appartment,Chennai,Chennai,Tamil Nadu,,"Chennai, Tamil Nadu"
1927,Collection O 1547 Hotel The Oasis,Collection O 1547 Hotel The Oasis,Bhopal,Bhopal,Madhya Pradesh,,"Bhopal, Madhya Pradesh"
1999,Collection O 13275 Vatika Inn,Collection O 13275 Vatika Inn,Udaipur,Udaipur,Rajasthan,,"Udaipur, Rajasthan"
2109,OYO Hotel Tordi Haveli,OYO Hotel Tordi Haveli,Jaipur,Jaipur,Rajasthan,,"Jaipur, Rajasthan"
2271,Super OYO Townhouse OAK Hotel Belsons Taj Mahal,Super OYO Townhouse OAK Hotel Belsons Taj Mahal,Hyderabad,Hyderabad,Telangana,,"Hyderabad, Telangana"
2572,Capital O Hotel Kalash Residency,Capital O Hotel Kalash Residency,Ahmedabad,Ahmedabad,Gujarat,,"Ahmedabad, Gujarat"
2609,Super OYO Hotel Maan's Heritage,Super OYO Hotel Maan's Heritage,Jaipur,Jaipur,Rajasthan,,"Jaipur, Rajasthan"
2633,Super OYO Capital O Alpine Glow Sunrise,Super OYO Capital O Alpine Glow Sunrise Near Hyderabad Public School,Hyderabad,Hyderabad,Telangana,Near Hyderabad Public School,"Near Hyderabad Public School, Telangana"
2896,OYO Vibrant Residency,OYO Vibrant Residency,Ahmedabad,Ahmedabad,Gujarat,,"Ahmedabad, Gujarat"
2966,OYO Home Hotel Skyland,OYO Home Hotel Skyland,Ahmedabad,Ahmedabad,Gujarat,,"Ahmedabad, Gujarat"
2980,OYO Flagship 2229 Hotel Golden Wings,OYO Flagship 2229 Hotel Golden Wings,Udaipur,Udaipur,Rajasthan,,"Udaipur, Rajasthan"
3011,Collection O Hotel Blue Bird,Collection O Hotel Blue Bird,Jaipur,Jaipur,Rajasthan,,"Jaipur, Rajasthan"
3120,Collection O Hotel Tiara,Collection O Hotel Tiara Near Christ university,Bangalore,Bangalore,Karnataka,Near Christ university,"Near Christ university, Bangalore, Karnataka"
3139,OYO Hotel Liberty,OYO Hotel Liberty,Ahmedabad,Ahmedabad,Gujarat,,"Ahmedabad, Gujarat"
3243,Flagship Hotel The Grand Pritam,Flagship Hotel The Grand Pritam,Gandhinagar,Gandhinagar,Gujarat,,"Gandhinagar, Gujarat"
3414,OYO Hotel Kanchan Palace,OYO Hotel Kanchan Palace,Ahmedabad,Ahmedabad,Gujarat,,"Ahmedabad, Gujarat"
3451,Super OYO Hotel Homely Raj,Super OYO Hotel Homely Raj Near Kalighat Kali Temple,Kolkata,Kolkata,West Bengal,Near Kalighat Kali Temple,"Near Kalighat Kali Temple, Kolkata, West Bengal"
3530,Super OYO Hotel Resida Elite Service Apartments,Super OYO Hotel Resida Elite Service Apartments Near Sri Someshwara Swami Temple,Bangalore,Bangalore,Karnataka,Near Sri Someshwara Swami Temple,"Near Sri Someshwara Swami Temple, Bangalore, Karnataka"
3588,OYO Flagship 2591 Hotel Anjani Palace,OYO Flagship 2591 Hotel Anjani Palace,Ahmedabad,Ahmedabad,Gujarat,,"Ahmedabad, Gujarat"
3863,Flagship Hotel Prince,Flagship Hotel Prince,Ajmer,Ajmer,Rajasthan,,"Ajmer, Rajasthan"
3960,Super OYO Hotel Pearl,Super OYO Hotel Pearl,Karnal,Karnal,Haryana,,"Karnal, Haryana"
4118,Flagship Hotel 4 Pillar's,Flagship Hotel 4 Pillar's Near Immaculate Conception Church,Goa,Goa,Goa,Near Immaculate Conception Church,"Near Immaculate Conception Church, Goa"
4213,Super OYO Collection O Hotel Joy,Super OYO Collection O Hotel Joy,Jaipur,Jaipur,Rajasthan,,"Jaipur, Rajasthan"
4351,OYO Coorg Mandarin,OYO Coorg Mandarin,Coorg,Coorg,Karnataka,,"Coorg, Karnataka"
4569,Super OYO Flagship View Point Resort,Super OYO Flagship View Point Resort,Nainital,Nainital,Uttarakhand,,"Nainital, Uttarakhand"
4729,Collection O Hotel Status Executive Room's,Collection O Hotel Status Executive Room's,Bangalore,Bangalore,Karnataka,,"Bangalore, Karnataka"
4903,OYO Hotel Apple 9,OYO Hotel Apple 9,Jaipur,Jaipur,Rajasthan,,"Jaipur, Rajasthan"
4913,Flagship Infosys Thoraipakkam,Flagship Infosys Thoraipakkam Near Ecr Beach,Chennai,Chennai,Tamil Nadu,Near Ecr Beach,"Near Ecr Beach, Chennai, Tamil Nadu"
4948,Collection O 3340 Hotel Ashirwad Regency,Collection O 3340 Hotel Ashirwad Regency,Bhopal,Bhopal,Madhya Pradesh,,"Bhopal, Madhya Pradesh"
5110,OYO Flagship 3444 Hotel Sunrise,OYO Flagship 3444 Hotel Sunrise,Vadodara,Vadodara,Gujarat,,"Vadodara, Gujarat"
5550,OYO Flagship Hotel Knight Inn,OYO Flagship Hotel Knight Inn,Shillong,Shillong,Meghalaya,,"Shillong, Meghalaya"
5588,OYO Nanda Inn,OYO Nanda Inn,Kochi,Kochi,Kerala,,"Kochi, Kerala"
5597,Super OYO Capital O 3639 Hotel Pioneer,Super OYO Capital O 3639 Hotel Pioneer,Mussoorie,Mussoorie,Uttarakhand,,"Mussoorie, Uttarakhand"
5676,Capital O Hotel Narula,Capital O Hotel Narula,Dehradun,Dehradun,Uttarakhand,,"Dehradun, Uttarakhand"
6064,Super OYO Townhouse 704 Hotel Divya Palace,Super OYO Townhouse 704 Hotel Divya Palace,Indore,Indore,Madhya Pradesh,,"Indore, Madhya Pradesh"
6076,OYO 3901 Hotel Ashoka Palace,OYO 3901 Hotel Ashoka Palace,Bhopal,Bhopal,Madhya Pradesh,,"Bhopal, Madhya Pradesh"
6223,Collection O Hotel Tip Top,Collection O Hotel Tip Top,Jaipur,Jaipur,Rajasthan,,"Jaipur, Rajasthan"
6327,Super OYO Capital O Hotel Moti Mahal,Super OYO Capital O Hotel Moti Mahal,Udaipur,Udaipur,Rajasthan,,"Udaipur, Rajasthan"
6335,Super OYO Hotel Winner Inn,Super OYO Hotel Winner Inn,Amritsar,Amritsar,Punjab,,"Amritsar, Punjab"
6344,Capital O Hotel Mehar Residency,Capital O Hotel Mehar Residency,Indore,Indore,Madhya Pradesh,,"Indore, Madhya Pradesh"
6365,OYO Townhouse 517 La Sapphire,OYO Townhouse 517 La Sapphire Near Delhi Airport,Delhi_Transit,Delhi (Transit),Delhi,Near Delhi Airport,"Near Delhi Airport, Delhi (Transit), Delhi"
6394,Super OYO Morning Star,Super OYO Morning Star,Dehradun,Dehradun,Uttarakhand,,"Dehradun, Uttarakhand"
6519,Super OYO Flagship Resort Sita Kiran,Super OYO Flagship Resort Sita Kiran,Bareilly,Bareilly,Uttar Pradesh,,"Bareilly, Uttar Pradesh"
6686,OYO Hotel Anuj Regency,OYO Hotel Anuj Regency,Mcleod-Ganj,Mcleod-Ganj,Himachal Pradesh,,"Mcleod-Ganj, Himachal Pradesh"
6803,Super OYO Flagship Hotel Rajmahal,Super OYO Flagship Hotel Rajmahal,Jalandhar,Jalandhar,Punjab,,"Jalandhar, Punjab"
6819,Collection O Hotel Greenpark,Collection O Hotel Greenpark,Jamshedpur,Jamshedpur,Jharkhand,,"Jamshedpur, Jharkhand"
6839,Super OYO Flagship 4276 Am Bed And Breakfast,Super OYO Flagship 4276 Am Bed And Breakfast,Shillong,Shillong,Meghalaya,,"Shillong, Meghalaya"
6928,Collection O The Ridge Hotel,Collection O The Ridge Hotel,Gangtok,Gangtok,Sikkim,,"Gangtok, Sikkim"
7017,Super OYO Capital O 4381 Hotel Parashar,Super OYO Capital O 4381 Hotel Parashar,Nagpur,Nagpur,Maharashtra,,"Nagpur, Maharashtra"
7178,Flagship Maira Residency,Flagship Maira Residency,Dehradun,Dehradun,Uttarakhand,,"Dehradun, Uttarakhand"
7202,Super OYO City Square Hotel,Super OYO City Square Hotel,Haldwani,Haldwani,Uttarakhand,,"Haldwani, Uttarakhand"
7210,Super OYO Hotel El Classics,Super OYO Hotel El Classics,Srinagar,Srinagar,Jammu and Kashmir,,"Srinagar, Jammu and Kashmir"
7331,OYO Hotel Noor Palace,OYO Hotel Noor Palace,Srinagar,Srinagar,Jammu and Kashmir,,"Srinagar, Jammu and Kashmir"
7353,Flagship The Surbhi,Flagship The Surbhi,Bhopal,Bhopal,Madhya Pradesh,,"Bhopal, Madhya Pradesh"
7518,Collection O Hotel Konark Palace,Collection O Hotel Konark Palace,Jaipur,Jaipur,Rajasthan,,"Jaipur, Rajasthan"
7793,Collection O Hotel President,Collection O Hotel President,Guwahati,Guwahati,Assam,,"Guwahati, Assam"
7874,OYO Hotel Ganpati Plaza,OYO Hotel Ganpati Plaza,Ajmer,Ajmer,Rajasthan,,"Ajmer, Rajasthan"
8164,Capital O Hotel Inderprasth,Capital O Hotel Inderprasth,Jalandhar,Jalandhar,Punjab,,"Jalandhar, Punjab"
8206,Super OYO Prabha Palace Lodge,Super OYO Prabha Palace Lodge,Guwahati,Guwahati,Assam,,"Guwahati, Assam"
8634,Super OYO Hotel Subhadra Residency,Super OYO Hotel Subhadra Residency,Meerut,Meerut,Uttar Pradesh,,"Meerut, Uttar Pradesh"
8878,OYO Elite Residency,OYO Elite Residency Near Chennai International Airport,Chennai,Chennai,Tamil Nadu,Near Chennai International Airport,"Near Chennai International Airport, Tamil Nadu"
8926,Collection O Hotel Spar Grand,Collection O Hotel Spar Grand,Visakhapatnam,Visakhapatnam,Andhra Pradesh,,"Visakhapatnam, Andhra Pradesh"
9063,OYO Hotel Grand Akshay,OYO Hotel Grand Akshay,Jaipur,Jaipur,Rajasthan,,"Jaipur, Rajasthan"
9193,Super OYO Merit Hotel,Super OYO Merit Hotel,Agra,Agra,Uttar Pradesh,,"Agra, Uttar Pradesh"
9275,Super OYO Hotel Siddharth Inn,Super OYO Hotel Siddharth Inn,Gandhinagar,Gandhinagar,Gujarat,,"Gandhinagar, Gujarat"
9497,Capital O SS Suites,Capital O SS Suites Near Ragigudda Sri Prasanna Anjaneyaswamy Temple,Bangalore,Bangalore,Karnataka,Near Ragigudda Sri Prasanna Anjaneyaswamy Temple,"Near Ragigudda Sri Prasanna Anjaneyaswamy Temple, Bangalore, Karnataka"
9584,OYO Flagship Jazeera Resort,OYO Flagship Jazeera Resort,Port-Blair,Port-Blair,Andaman and Nicobar Islands,,"Port-Blair, Andaman and Nicobar Islands"
9777,OYO Mehfil Hotel,OYO Mehfil Hotel,Haridwar,Haridwar,Uttarakhand,,"Haridwar, Uttarakhand"
9852,Collection O Checkin Residency,Collection O Checkin Residency Near Phoenix Marketcity,Bangalore,Bangalore,Karnataka,Near Phoenix Marketcity,"Near Phoenix Marketcity, Bangalore, Karnataka"
9979,Super OYO Hotel Continental Inn 42,Super OYO Hotel Continental Inn 42,Chandigarh,Chandigarh,Chandigarh,,Chandigarh
9995,Manyata Tech Park,Manyata Tech Park,Bangalore,Bangalore,Karnataka,,"Bangalore, Karnataka"
10405,Super OYO Townhouse 973 Jalsa Resort,Super OYO Townhouse 973 Jalsa Resort,Lucknow,Lucknow,Uttar Pradesh,,"Lucknow, Uttar Pradesh"
10813,OYO Hotel Green Land,OYO Hotel Green Land,Ahmedabad,Ahmedabad,Gujarat,,"Ahmedabad, Gujarat"
10909,Capital O Hotel Thilothama Grand,Capital O Hotel Thilothama Grand,Vijayawada,Vijayawada,Andhra Pradesh,,"Vijayawada, Andhra Pradesh"
11349,OYO Sri Sai Residency,OYO Sri Sai Residency,Bangalore,Bangalore,Karnataka,,"Bangalore, Karnataka"
11355,OYO Hotel Subha Residency,OYO Hotel Subha Residency Near Cubbon Park,Bangalore,Bangalore,Karnataka,Near Cubbon Park,"Near Cubbon Park, Bangalore, Karnataka"
11984,OYO Hotel Madhur Regency,OYO Hotel Madhur Regency,Meerut,Meerut,Uttar Pradesh,,"Meerut, Uttar Pradesh"
12013,OYO Flagship 7162 Home Stay Shikhar Paradise,OYO Flagship 7162 Home Stay Shikhar Paradise Near Gomti Riverfront Park,Lucknow,Lucknow,Uttar Pradesh,Near Gomti Riverfront Park,"Near Gomti Riverfront Park, Lucknow, Uttar Pradesh"
12040,OYO Hotel Kanako International,OYO Hotel Kanako International,Bodhgaya,Bodhgaya,Bihar,,"Bodhgaya, Bihar"
12319,Super OYO Sai Leela,Super OYO Sai Leela,Puri,Puri,Odisha,,"Puri, Odisha"
12355,Capital O Hotel Days Inn,Capital O Hotel Days Inn,Jaipur,Jaipur,Rajasthan,,"Jaipur, Rajasthan"
12607,Super OYO Collection O Manasi Residency,Super OYO Collection O Manasi Residency,Bangalore,Bangalore,Karnataka,,"Bangalore, Karnataka"
12827,OYO Home Stay Fable Stay,OYO Home Stay Fable Stay,Ooty,Ooty,Tamil Nadu,,"Ooty, Tamil Nadu"
12913,OYO Hotel Kohinoor City,OYO Hotel Kohinoor City,Chandigarh,Chandigarh,Chandigarh,,Chandigarh
12917,OYO Hotel Sarovar Grand,OYO Hotel Sarovar Grand,Mumbai,Mumbai,Maharashtra,,"Mumbai, Maharashtra"
12952,Super OYO Capital O Hotel Hiland International,Super OYO Capital O Hotel Hiland International Near Acropolis Mall,Kolkata,Kolkata,West Bengal,Near Acropolis Mall,"Near Acropolis Mall, Kolkata, West Bengal"
13081,Super OYO Flagship Cherry City Cottage,Super OYO Flagship Cherry City Cottage,Guwahati,Guwahati,Assam,,"Guwahati, Assam"
13112,Flagship Hotel Gurukripa,Flagship Hotel Gurukripa,Raipur,Raipur,Chhattisgarh,,"Raipur, Chhattisgarh"
13139,Super OYO Collection O 7884 Hotel Thyag Inn,Super OYO Collection O 7884 Hotel Thyag Inn,Vijayawada,Vijayawada,Andhra Pradesh,,"Vijayawada, Andhra Pradesh"
13347,OYO Hotel Dwarika Inn,OYO Hotel Dwarika Inn,Jabalpur,Jabalpur,Madhya Pradesh,,"Jabalpur, Madhya Pradesh"
13422,Capital O Hotel Taj Castle,Capital O Hotel Taj Castle,Agra,Agra,Uttar Pradesh,,"Agra, Uttar Pradesh"
13552,Collection O Hotel Satyan Inn,Collection O Hotel Satyan Inn,Shirdi,Shirdi,Maharashtra,,"Shirdi, Maharashtra"
13600,OYO Hotel Ganesh,OYO Hotel Ganesh,Trivandrum,Trivandrum,Kerala,,"Trivandrum, Kerala"
13653,Flagship Aayush Corporate Stays,Flagship Aayush Corporate Stays Near Nexus Mall Koramangala,Bangalore,Bangalore,Karnataka,Near Nexus Mall Koramangala,"Near Nexus Mall Koramangala, Bangalore, Karnataka"
13658,Super OYO Collection O Amantran Resort,Super OYO Collection O Amantran Resort,Digha,Digha,West Bengal,,"Digha, West Bengal"
13708,Collection O Raj Guest House,Collection O Raj Guest House Near Netaji Subhash Chandra Bose International Airport,Kolkata,Kolkata,West Bengal,Near Netaji Subhash Chandra Bose International Airport,"Near Netaji Subhash Chandra Bose International Airport, Kolkata, West Bengal"
13864,Flagship Hotel Prime Residency,Flagship Hotel Prime Residency,Jaipur,Jaipur,Rajasthan,,"Jaipur, Rajasthan"
13925,OYO Hotel Galaxy,OYO Hotel Galaxy,Chandigarh,Chandigarh,Chandigarh,,Chandigarh
14021,OYO 8501 ABHIMAANI COMFORTS,OYO 8501 ABHIMAANI COMFORTS,Bangalore,Bangalore,Karnataka,,"Bangalore, Karnataka"
14107,OYO Hotel Sun Park,OYO Hotel Sun Park,Bhopal,Bhopal,Madhya Pradesh,,"Bhopal, Madhya Pradesh"
14225,OYO 8646 Mahendra Hotel,OYO 8646 Mahendra Hotel,Mysore,Mysore,Karnataka,,"Mysore, Karnataka"
14231,Collection O Hotel Johri Residency,Collection O Hotel Johri Residency,Bhopal,Bhopal,Madhya Pradesh,,"Bhopal, Madhya Pradesh"
14276,OYO Townhouse 561 Hotel Hollywood Heights,OYO Townhouse 561 Hotel Hollywood Heights,Amritsar,Amritsar,Punjab,,"Amritsar, Punjab"
14349,Capital O Coorg Treehouse,Capital O Coorg Treehouse,Coorg,Coorg,Karnataka,,"Coorg, Karnataka"
14484,Super OYO Collection O Pride Homes,Super OYO Collection O Pride Homes,Bangalore,Bangalore,Karnataka,,"Bangalore, Karnataka"
14561,Super OYO Hotel Rich Inn,Super OYO Hotel Rich Inn,Amritsar,Amritsar,Punjab,,"Amritsar, Punjab"
14564,Super OYO Capital O Hotel Shantila Inn,Super OYO Capital O Hotel Shantila Inn,Prayagraj,Prayagraj,Uttar Pradesh,,"Prayagraj, Uttar Pradesh"
14588,Super OYO Summer King,Super OYO Summer King,Nainital,Nainital,Uttarakhand,,"Nainital, Uttarakhand"
14677,OYO The Park View Inn,OYO The Park View Inn,Chennai,Chennai,Tamil Nadu,,"Chennai, Tamil Nadu"
14802,Capital O Milost,Capital O Milost,Darjeeling,Darjeeling,West Bengal,,"Darjeeling, West Bengal"
14847,OYO 9097 Home Stay Laban,OYO 9097 Home Stay Laban,Shillong,Shillong,Meghalaya,,"Shillong, Meghalaya"
14855,Collection O 4126 C T Palace,Collection O 4126 C T Palace,Bhopal,Bhopal,Madhya Pradesh,,"Bhopal, Madhya Pradesh"
14877,OYO Flagship 9074 Mascot Treo,OYO Flagship 9074 Mascot Treo,Noida,Noida,Uttar Pradesh,,"Noida, Uttar Pradesh"
14958,Collection O Dada's Villa Residency,Collection O Dada's Villa Residency,Jamshedpur,Jamshedpur,Jharkhand,,"Jamshedpur, Jharkhand"
15050,Collection O Hotel Happy Stay,Collection O Hotel Happy Stay Near Hyderabad Central,Hyderabad,Hyderabad,Telangana,Near Hyderabad Central,"Near Hyderabad Central, Telangana"
15095,Collection O Hotel Rvg,Collection O Hotel Rvg,Vadodara,Vadodara,Gujarat,,"Vadodara, Gujarat"
15210,Super OYO Townhouse 828 Hotel Stay Fine,Super OYO Townhouse 828 Hotel Stay Fine,Jaipur,Jaipur,Rajasthan,,"Jaipur, Rajasthan"
15246,Super OYO GMG Hotel,Super OYO GMG Hotel,Chandigarh,Chandigarh,Chandigarh,,Chandigarh
15292,Collection O 9204 Hotel Greenland,Collection O 9204 Hotel Greenland,Udaipur,Udaipur,Rajasthan,,"Udaipur, Rajasthan"
15330,Super OYO Capital O Hotel Swastika,Super OYO Capital O Hotel Swastika,Jaipur,Jaipur,Rajasthan,,"Jaipur, Rajasthan"
15368,OYO 9528 Midas Casita,OYO 9528 Midas Casita,Bangalore,Bangalore,Karnataka,,"Bangalore, Karnataka"
15409,Super OYO Flagship Hotel Src Grand,Super OYO Flagship Hotel Src Grand,Vijayawada,Vijayawada,Andhra Pradesh,,"Vijayawada, Andhra Pradesh"
15484,OYO Hotel Royal Inn,OYO Hotel Royal Inn,Faridabad,Faridabad,Haryana,,"Faridabad, Haryana"
15542,Super OYO Nar Comforts,Super OYO Nar Comforts Near Majestic & near KSR Railway station,Bangalore,Bangalore,Karnataka,Near Majestic & near KSR Railway station,"Near Majestic & near KSR Railway station, Bangalore, Karnataka"
15562,Flagship Manu Residency,Flagship Manu Residency Near Ascendas Park Square Mall,Bangalore,Bangalore,Karnataka,Near Ascendas Park Square Mall,"Near Ascendas Park Square Mall, Bangalore, Karnataka"
15675,OYO Flagship 10435 Star Deluxe Lodge,OYO Flagship 10435 Star Deluxe Lodge,Bangalore,Bangalore,Karnataka,,"Bangalore, Karnataka"
15717,Collection O 9566 Hotel Jk Excellency,Collection O 9566 Hotel Jk Excellency,Mahabaleshwar,Mahabaleshwar,Maharashtra,,"Mahabaleshwar, Maharashtra"
15725,Flagship New Guest Inn,Flagship New Guest Inn Near Nexus Mall Koramangala,Bangalore,Bangalore,Karnataka,Near Nexus Mall Koramangala,"Near Nexus Mall Koramangala, Bangalore, Karnataka"
15759,OYO Hotel Udai Garh Palace,OYO Hotel Udai Garh Palace,Jodhpur,Jodhpur,Rajasthan,,"Jodhpur, Rajasthan"
15818,Super OYO Hotel Haveli Inn1,Super OYO Hotel Haveli Inn1,Varanasi,Varanasi,Uttar Pradesh,,"Varanasi, Uttar Pradesh"
15871,OYO Hotel Golden Inn,OYO Hotel Golden Inn Near Cubbon Park,Bangalore,Bangalore,Karnataka,Near Cubbon Park,"Near Cubbon Park, Bangalore, Karnataka"
15939,OYO Hotel Obr Inn,OYO Hotel Obr Inn,Ludhiana,Ludhiana,Punjab,,"Ludhiana, Punjab"
15998,Capital O Hotel Shantiniketan,Capital O Hotel Shantiniketan,Gangtok,Gangtok,Sikkim,,"Gangtok, Sikkim"
16013,OYO Hotel Kingdom Of Sai,OYO Hotel Kingdom Of Sai,Shirdi,Shirdi,Maharashtra,,"Shirdi, Maharashtra"
16235,OYO 9805 Hotel Apollo,OYO 9805 Hotel Apollo,Ahmedabad,Ahmedabad,Gujarat,,"Ahmedabad, Gujarat"
16298,Flagship Hotel Sr Residency,Flagship Hotel Sr Residency,Vijayawada,Vijayawada,Andhra Pradesh,,"Vijayawada, Andhra Pradesh"
16399,OYO Hotel Riviera,OYO Hotel Riviera,Agra,Agra,Uttar Pradesh,,"Agra, Uttar Pradesh"
16418,OYO Hotel Classic Executive,OYO Hotel Classic Executive,Pune,Pune,Maharashtra,,"Pune, Maharashtra"
16513,OYO Hotel Palace Inn,OYO Hotel Palace Inn Near Don Bosco (Borivali) Metro Station,Mumbai,Mumbai,Maharashtra,Near Don Bosco (Borivali) Metro Station,"Near Don Bosco (Borivali) Metro Station, Mumbai, Maharashtra"
16636,Super OYO Grand Residency,Super OYO Grand Residency,Chennai,Chennai,Tamil Nadu,,"Chennai, Tamil Nadu"
16738,Capital O Hotel Rj Grand,Capital O Hotel Rj Grand,Coimbatore,Coimbatore,Tamil Nadu,,"Coimbatore, Tamil Nadu"
16758,Rajmahal Comforts,Rajmahal Comforts Near Hare Krishna Hill,Bangalore,Bangalore,Karnataka,Near Hare Krishna Hill,"Near Hare Krishna Hill, Bangalore, Karnataka"
16874,OYO Hotel Pmr,OYO Hotel Pmr Near Ascendas Park Square Mall,Bangalore,Bangalore,Karnataka,Near Ascendas Park Square Mall,"Near Ascendas Park Square Mall, Bangalore, Karnataka"
16892,OYO Hotel Ganga Palace,OYO Hotel Ganga Palace,Haridwar,Haridwar,Uttarakhand,,"Haridwar, Uttarakhand"
17067,OYO Hotel Vaishnavi,OYO Hotel Vaishnavi,Kota,Kota,Rajasthan,,"Kota, Rajasthan"
17147,OYO Pmr Elitestay Hotel,OYO Pmr Elitestay Hotel Near Ascendas Park Square Mall,Bangalore,Bangalore,Karnataka,Near Ascendas Park Square Mall,"Near Ascendas Park Square Mall, Bangalore, Karnataka"
17161,OYO Shree Mookambika Guest House,OYO Shree Mookambika Guest House Near Sri Someshwara Swami Temple,Bangalore,Bangalore,Karnataka,Near Sri Someshwara Swami Temple,"Near Sri Someshwara Swami Temple, Bangalore, Karnataka"
17168,Collection O Aryan Address,Collection O Aryan Address,Guwahati,Guwahati,Assam,,"Guwahati, Assam"
17273,OYO Hotel Blue Lotus,OYO Hotel Blue Lotus,Pushkar,Pushkar,Rajasthan,,"Pushkar, Rajasthan"
17293,OYO Hotel Midtown,OYO Hotel Midtown,Raipur,Raipur,Chhattisgarh,,"Raipur, Chhattisgarh"
17315,Capital O Niharika Guest House,Capital O Niharika Guest House,Guwahati,Guwahati,Assam,,"Guwahati, Assam"
17320,Flagship Hotel Shelton Suites,Flagship Hotel Shelton Suites,Bangalore,Bangalore,Karnataka,,"Bangalore, Karnataka"
17418,Collection O 10413 Hotel Royal Plaza,Collection O 10413 Hotel Royal Plaza,Pushkar,Pushkar,Rajasthan,,"Pushkar, Rajasthan"
17457,OYO 10557 Le Mount,OYO 10557 Le Mount,Delhi_Transit,Delhi (Transit),Delhi,"Near IGI Airport, Mahipalpur","Near IGI Airport, Mahipalpur, Delhi"
17463,Capital O Hotel Bidisha,Capital O Hotel Bidisha,Digha,Digha,West Bengal,,"Digha, West Bengal"
17494,Super OYO 10692 Hotel Shubham,Super OYO 10692 Hotel Shubham,Shimla,Shimla,Himachal Pradesh,,"Shimla, Himachal Pradesh"
17536,Super OYO Varcity Emerald,Super OYO Varcity Emerald Near Ragigudda Sri Prasanna Anjaneyaswamy Temple,Bangalore,Bangalore,Karnataka,Near Ragigudda Sri Prasanna Anjaneyaswamy Temple,"Near Ragigudda Sri Prasanna Anjaneyaswamy Temple, Bangalore, Karnataka"
17549,OYO Hotel Le Sai,OYO Hotel Le Sai,Pondicherry,Pondicherry,Puducherry,,"Pondicherry, Puducherry"
17550,OYO Baga Heritage Resort,OYO Baga Heritage Resort Near Anjuna Beach,Goa,Goa,Goa,Near Anjuna Beach,"Near Anjuna Beach, Goa"
17570,OYO Corner Golf View,OYO Corner Golf View Near Sri Someshwara Swami Temple,Bangalore,Bangalore,Karnataka,Near Sri Someshwara Swami Temple,"Near Sri Someshwara Swami Temple, Bangalore, Karnataka"
