Hotel_ID,Hotel_Name,Raw_Hotel_Name,Location,City,State,Landmark,Address
73854,OYO Woodstock Homestay,OYO Woodstock Homestay Near Gomti Riverfront Park,Lucknow,Lucknow,Uttar Pradesh,Near Gomti Riverfront Park,"Near Gomti Riverfront Park, Lucknow, Uttar Pradesh"
73885,OYO 45569 Goyal's Inn,OYO 45569 Goyal's Inn,Ajmer,Ajmer,Rajasthan,,"Ajmer, Rajasthan"
74118,Super OYO Capital O Hotel Seatree,Super OYO Capital O Hotel Seatree,Visakhapatnam,Visakhapatnam,Andhra Pradesh,,"Visakhapatnam, Andhra Pradesh"
74275,OYO The Villa By Mng Rooms,OYO The Villa By Mng Rooms,Kanpur,Kanpur,Uttar Pradesh,,"Kanpur, Uttar Pradesh"
74371,OYO Flagship 45931 Hotel Ganesham,OYO Flagship 45931 Hotel Ganesham,Jaipur,Jaipur,Rajasthan,,"Jaipur, Rajasthan"
74447,OYO 45999 Tulsi Palace,OYO 45999 Tulsi Palace,Ajmer,Ajmer,Rajasthan,,"Ajmer, Rajasthan"
74463,Collection O 46016 Hotel Kay Kay Delight,Collection O 46016 Hotel Kay Kay Delight,Delhi_Transit,Delhi (Transit),Delhi,"Near IGI Airport, Mahipalpur","Near IGI Airport, Mahipalpur, Delhi"
74521,OYO Sree Lakshmi Residency,OYO Sree Lakshmi Residency Near Hare Krishna Hill,Bangalore,Bangalore,Karnataka,Near Hare Krishna Hill,"Near Hare Krishna Hill, Bangalore, Karnataka"
74528,OYO Shiva Guest House,OYO Shiva Guest House,Guwahati,Guwahati,Assam,,"Guwahati, Assam"
74550,OYO Hotel Snoopy,OYO Hotel Snoopy,Gangtok,Gangtok,Sikkim,,"Gangtok, Sikkim"
74609,Super OYO Capital O RR Towers by CJ,Super OYO Capital O RR Towers by CJ,Vijayawada,Vijayawada,Andhra Pradesh,,"Vijayawada, Andhra Pradesh"
74793,OYO Hotel Yuvan,OYO Hotel Yuvan,Bhopal,Bhopal,Madhya Pradesh,,"Bhopal, Madhya Pradesh"
74878,OYO Hotel Vn Residency,OYO Hotel Vn Residency,Jabalpur,Jabalpur,Madhya Pradesh,,"Jabalpur, Madhya Pradesh"
74905,SPOT ON Jayanthi Mansion,SPOT ON Jayanthi Mansion,Chennai,Chennai,Tamil Nadu,,"Chennai, Tamil Nadu"
74933,Flagship New Vatika Guest House,Flagship New Vatika Guest House,Kurukshetra,Kurukshetra,Haryana,,"Kurukshetra, Haryana"
74998,OYO Townhouse OAK Clove Boutique Hotel Rajaji Nagar,OYO Townhouse OAK Clove Boutique Hotel Rajaji Nagar,Bangalore,Bangalore,Karnataka,,"Bangalore, Karnataka"
75031,OYO Sai Prasad Resort,OYO Sai Prasad Resort,Shirdi,Shirdi,Maharashtra,,"Shirdi, Maharashtra"
75138,Capital O Imperial Hotel,Capital O Imperial Hotel,Bareilly,Bareilly,Uttar Pradesh,,"Bareilly, Uttar Pradesh"
75218,SPOT ON Sree Bhadra Tourist Home,SPOT ON Sree Bhadra Tourist Home,Kollam,Kollam,Kerala,,"Kollam, Kerala"
75388,OYO Victory Grand,OYO Victory Grand,Vijayawada,Vijayawada,Andhra Pradesh,,"Vijayawada, Andhra Pradesh"
75456,OYO Sushma Lodge,OYO Sushma Lodge,Udupi-Manipal,Udupi-Manipal,Karnataka,,"Udupi-Manipal, Karnataka"
75467,OYO Moksh Villa,OYO Moksh Villa,Shimla,Shimla,Himachal Pradesh,,"Shimla, Himachal Pradesh"
75611,Super OYO The Nest 2,Super OYO The Nest 2,Kharar,Kharar,Punjab,,"Kharar, Punjab"
75746,OYO Flagship 46968 Mahakal Inn,OYO Flagship 46968 Mahakal Inn,Nanded,Nanded,Maharashtra,,"Nanded, Maharashtra"
75883,Super OYO Flagship 47057 Padma Manor,Super OYO Flagship 47057 Padma Manor,Behrampur,Behrampur,Odisha,,"Behrampur, Odisha"
76419,OYO Hotel S-14,OYO Hotel S-14,Jaipur,Jaipur,Rajasthan,,"Jaipur, Rajasthan"
76476,Flagship Vinayak House,Flagship Vinayak House,Bhopal,Bhopal,Madhya Pradesh,,"Bhopal, Madhya Pradesh"
76636,Super OYO Collection O G Silver Hotels Mount Road,Super OYO Collection O G Silver Hotels Mount Road,Chennai,Chennai,Tamil Nadu,,"Chennai, Tamil Nadu"
76675,OYO Flagship 47555 Abhinandan Stay House,OYO Flagship 47555 Abhinandan Stay House,Prayagraj,Prayagraj,Uttar Pradesh,,"Prayagraj, Uttar Pradesh"
76729,SPOT ON Gayatri Comforts,SPOT ON Gayatri Comforts,Bangalore,Bangalore,Karnataka,,"Bangalore, Karnataka"
76743,Super OYO Flagship White House Regency,Super OYO Flagship White House Regency,Nagpur,Nagpur,Maharashtra,,"Nagpur, Maharashtra"
76930,OYO Prince Guest House,OYO Prince Guest House,Siliguri,Siliguri,West Bengal,,"Siliguri, West Bengal"
76978,OYO Hotel Pallavi Residency,OYO Hotel Pallavi Residency,Meerut,Meerut,Uttar Pradesh,,"Meerut, Uttar Pradesh"
77001,OYO Hotel Vip,OYO Hotel Vip,Kota,Kota,Rajasthan,,"Kota, Rajasthan"
77406,OYO Heritage Villa By Mng Rooms,OYO Heritage Villa By Mng Rooms,Kanpur,Kanpur,Uttar Pradesh,,"Kanpur, Uttar Pradesh"
77968,Collection O Stay Inn Luxury Service Apartments,Collection O Stay Inn Luxury Service Apartments,Kakinada,Kakinada,Andhra Pradesh,,"Kakinada, Andhra Pradesh"
78280,Super OYO Capital O Amit Palace,Super OYO Capital O Amit Palace,Bhilwara,Bhilwara,Rajasthan,,"Bhilwara, Rajasthan"
78335,OYO Shree Krishna Resort,OYO Shree Krishna Resort,Mathura,Mathura,Uttar Pradesh,,"Mathura, Uttar Pradesh"
78654,OYO Fantasy Stay,OYO Fantasy Stay Near City Centre Salt Lake,Kolkata,Kolkata,West Bengal,Near City Centre Salt Lake,"Near City Centre Salt Lake, Kolkata, West Bengal"
78700,Flagship 48782 Mmr Castle,Flagship 48782 Mmr Castle,Bangalore,Bangalore,Karnataka,,"Bangalore, Karnataka"
78723,Flagship Hotel Golden Leaf,Flagship Hotel Golden Leaf,Bilaspur,Bilaspur,Chhattisgarh,,"Bilaspur, Chhattisgarh"
78744,OYO Hotel Chitra,OYO Hotel Chitra,Alipurduar,Alipurduar,West Bengal,,"Alipurduar, West Bengal"
78745,SPOT ON Balaji Residency,SPOT ON Balaji Residency near Yeshwantupur Railway Station,Bangalore,Bangalore,Karnataka,near Yeshwantupur Railway Station,"near Yeshwantupur Railway Station, Bangalore, Karnataka"
78772,OYO Flagship Laxmi Residency,OYO Flagship Laxmi Residency,Karimnagar,Karimnagar,Telangana,,"Karimnagar, Telangana"
78957,Super OYO Capital O Gulmohar Marriage Garden,Super OYO Capital O Gulmohar Marriage Garden,Dhanbad,Dhanbad,Jharkhand,,"Dhanbad, Jharkhand"
79050,Capital O Aashiyana Home,Capital O Aashiyana Home,Dibrugarh,Dibrugarh,Assam,,"Dibrugarh, Assam"
79133,OYO Mrv Royal Suites,OYO Mrv Royal Suites,Bangalore,Bangalore,Karnataka,,"Bangalore, Karnataka"
79184,OYO Hotel Sai Heritage,OYO Hotel Sai Heritage,Bhubaneswar,Bhubaneswar,Odisha,,"Bhubaneswar, Odisha"
79186,OYO Flagship Hotel Digantika,OYO Flagship Hotel Digantika,Balugaon,Balugaon,Odisha,,"Balugaon, Odisha"
79251,Sunday Hotel Jaipur,Sunday Hotel Jaipur,Jaipur,Jaipur,Rajasthan,,"Jaipur, Rajasthan"
79328,Flagship Hotel Welcome Inn,Flagship Hotel Welcome Inn,Faridabad,Faridabad,Haryana,,"Faridabad, Haryana"
79337,OYO Blooming Beds,OYO Blooming Beds,Jaipur,Jaipur,Rajasthan,,"Jaipur, Rajasthan"
79436,Collection O NH 7 residency,Collection O NH 7 residency,Bangalore,Bangalore,Karnataka,,"Bangalore, Karnataka"
79479,3 BY OYO Nami Residency Ahmedabad,3 BY OYO Nami Residency Ahmedabad,Ahmedabad,Ahmedabad,Gujarat,,"Ahmedabad, Gujarat"
79689,SPOT ON Hotel Jeeva Residency,SPOT ON Hotel Jeeva Residency,Shirdi,Shirdi,Maharashtra,,"Shirdi, Maharashtra"
79763,Collection O 49608 Champion Prince,Collection O 49608 Champion Prince,Bangalore,Bangalore,Karnataka,,"Bangalore, Karnataka"
80001,Super OYO Hotel Shubham Inn,Super OYO Hotel Shubham Inn,Ahmedabad,Ahmedabad,Gujarat,,"Ahmedabad, Gujarat"
80132,OYO Hotel Shiv Shakti,OYO Hotel Shiv Shakti,Jaipur,Jaipur,Rajasthan,,"Jaipur, Rajasthan"
80155,OYO Pardeep Palace,OYO Pardeep Palace,Bhiwani,Bhiwani,Haryana,,"Bhiwani, Haryana"
80160,Super OYO Capital O Suloka Tower,Super OYO Capital O Suloka Tower,Coorg,Coorg,Karnataka,,"Coorg, Karnataka"
80232,Super OYO Capital O Hotel Green Tree,Super OYO Capital O Hotel Green Tree,Visakhapatnam,Visakhapatnam,Andhra Pradesh,,"Visakhapatnam, Andhra Pradesh"
80282,OYO Hill Grand Himalaya,OYO Hill Grand Himalaya,Darjeeling,Darjeeling,West Bengal,,"Darjeeling, West Bengal"
80292,OYO 49996 JJ Comforts,OYO 49996 JJ Comforts,Bangalore,Bangalore,Karnataka,,"Bangalore, Karnataka"
80499,SPOT ON Hotel Soni,SPOT ON Hotel Soni,Betul,Betul,Madhya Pradesh,,"Betul, Madhya Pradesh"
80542,OYO Flagship 60166 Hotel Jharana Regency,OYO Flagship 60166 Hotel Jharana Regency,Rourkela,Rourkela,Odisha,,"Rourkela, Odisha"
81043,OYO Flagship Hotel CeeRock,OYO Flagship Hotel CeeRock,Bhopal,Bhopal,Madhya Pradesh,,"Bhopal, Madhya Pradesh"
81135,SPOT ON Sreepadmini Ss Ayurmadam,SPOT ON Sreepadmini Ss Ayurmadam,Kollam,Kollam,Kerala,,"Kollam, Kerala"
81191,Flagship Dewa,Flagship Dewa Near Dabolim Airport,Goa,Goa,Goa,Near Dabolim Airport,"Near Dabolim Airport, Goa"
81315,Super OYO Collection O 60574 Tnr Residency,Super OYO Collection O 60574 Tnr Residency,Tirupati,Tirupati,Andhra Pradesh,,"Tirupati, Andhra Pradesh"
81347,OYO Flagship 60599 Kabir Residency,OYO Flagship 60599 Kabir Residency,Ahmedabad,Ahmedabad,Gujarat,,"Ahmedabad, Gujarat"
81407,OYO Ms9 Guest Inn,OYO Ms9 Guest Inn,Kurnool,Kurnool,Andhra Pradesh,,"Kurnool, Andhra Pradesh"
81413,COLLECTION O Four Fox Suits,COLLECTION O Four Fox Suits,Siliguri,Siliguri,West Bengal,,"Siliguri, West Bengal"
81501,SPOT ON Senaithalaivar Residency,SPOT ON Senaithalaivar Residency,Courtallam,Courtallam,Tamil Nadu,,"Courtallam, Tamil Nadu"
81510,OYO Flagship 60746 Kings Suites,OYO Flagship 60746 Kings Suites,Bangalore,Bangalore,Karnataka,,"Bangalore, Karnataka"
81579,Flagship Grand Plaza Highway,Flagship Grand Plaza Highway,Meerut,Meerut,Uttar Pradesh,,"Meerut, Uttar Pradesh"
81587,SPOT ON Shivalik View Stay,SPOT ON Shivalik View Stay,Dehradun,Dehradun,Uttarakhand,,"Dehradun, Uttarakhand"
81651,OYO Hotel Rk Inn,OYO Hotel Rk Inn,Ludhiana,Ludhiana,Punjab,,"Ludhiana, Punjab"
81652,OYO Hotel C K International,OYO Hotel C K International,Bodhgaya,Bodhgaya,Bihar,,"Bodhgaya, Bihar"
81665,OYO Sandhana Homestay,OYO Sandhana Homestay,Alipurduar,Alipurduar,West Bengal,,"Alipurduar, West Bengal"
81716,OYO Hotel Sai Lodging,OYO Hotel Sai Lodging,Nashik,Nashik,Maharashtra,,"Nashik, Maharashtra"
81794,Flagship Hotel Blue Diamond,Flagship Hotel Blue Diamond,Jaipur,Jaipur,Rajasthan,,"Jaipur, Rajasthan"
81827,SPOT ON Cherish Guest House,SPOT ON Cherish Guest House,Ranchi,Ranchi,Jharkhand,,"Ranchi, Jharkhand"
81886,SPOT ON Hotel Diamond,SPOT ON Hotel Diamond,Chandigarh,Chandigarh,Chandigarh,,Chandigarh
81965,Flagship Hotel Subheksha,Flagship Hotel Subheksha,Jamshedpur,Jamshedpur,Jharkhand,,"Jamshedpur, Jharkhand"
82023,Flagship Srikesh Residency,Flagship Srikesh Residency,Rajahmundry,Rajahmundry,Andhra Pradesh,,"Rajahmundry, Andhra Pradesh"
82096,Flagship Rd Home Stay,Flagship Rd Home Stay,Gangtok,Gangtok,Sikkim,,"Gangtok, Sikkim"
82110,Flagship Shree Ji Guest Inn,Flagship Shree Ji Guest Inn,Lucknow,Lucknow,Uttar Pradesh,,"Lucknow, Uttar Pradesh"
82138,SPOT ON Hotel Om Kanha,SPOT ON Hotel Om Kanha,Bilaspur,Bilaspur,Chhattisgarh,,"Bilaspur, Chhattisgarh"
82183,OYO Hotel Royal Orbit,OYO Hotel Royal Orbit Near Delhi Airport,Delhi_Transit,Delhi (Transit),Delhi,Near Delhi Airport,"Near Delhi Airport, Delhi (Transit), Delhi"
82215,Capital O Manyata Sterling,Capital O Manyata Sterling,Bangalore,Bangalore,Karnataka,,"Bangalore, Karnataka"
82291,Capital O The Paradise International,Capital O The Paradise International,Coimbatore,Coimbatore,Tamil Nadu,,"Coimbatore, Tamil Nadu"
82326,OYO Flagship 61373 Hotel Paradise,OYO Flagship 61373 Hotel Paradise,Chittorgarh,Chittorgarh,Rajasthan,,"Chittorgarh, Rajasthan"
82409,OYO Hotel Lazeeno,OYO Hotel Lazeeno,Faridabad,Faridabad,Haryana,,"Faridabad, Haryana"
82411,SPOT ON Sangam Relax Point,SPOT ON Sangam Relax Point,Mumbai,Mumbai,Maharashtra,,"Mumbai, Maharashtra"
82508,Capital O Hotel All Seasons,Capital O Hotel All Seasons,Jamshedpur,Jamshedpur,Jharkhand,,"Jamshedpur, Jharkhand"
82654,SPOT ON 61585 Patra Palace,SPOT ON 61585 Patra Palace,Puri,Puri,Odisha,,"Puri, Odisha"
82850,OYO Hotel Gd Palace,OYO Hotel Gd Palace,Jaipur,Jaipur,Rajasthan,,"Jaipur, Rajasthan"
82924,OYO Hotel Jignam,OYO Hotel Jignam,Gangtok,Gangtok,Sikkim,,"Gangtok, Sikkim"
82929,Capital O 61778 Annapurna Resort,Capital O 61778 Annapurna Resort,Puri,Puri,Odisha,,"Puri, Odisha"
83073,Flagship Jp Residency,Flagship Jp Residency,Chennai,Chennai,Tamil Nadu,,"Chennai, Tamil Nadu"
83185,Super OYO Padmavati Projects Pvt Ltd,Super OYO Padmavati Projects Pvt Ltd Near Netaji Subhash Chandra Bose International Airport,Kolkata,Kolkata,West Bengal,Near Netaji Subhash Chandra Bose International Airport,"Near Netaji Subhash Chandra Bose International Airport, Kolkata, West Bengal"
83276,SPOT ON Hotel The Raj Palace,SPOT ON Hotel The Raj Palace,Bongaigaon,Bongaigaon,Assam,,"Bongaigaon, Assam"
83296,OYO Hotel New Geetanjali,OYO Hotel New Geetanjali Near Gautam Buddha Park,Lucknow,Lucknow,Uttar Pradesh,Near Gautam Buddha Park,"Near Gautam Buddha Park, Lucknow, Uttar Pradesh"
83349,SPOT ON Sri Devi Residency,SPOT ON Sri Devi Residency,Kakinada,Kakinada,Andhra Pradesh,,"Kakinada, Andhra Pradesh"
83864,OYO GN Collection O,OYO GN Collection O Near Rajajinagar Industrial Estate,Bangalore,Bangalore,Karnataka,Near Rajajinagar Industrial Estate,"Near Rajajinagar Industrial Estate, Bangalore, Karnataka"
83896,OYO Flagship 62356 Golden Orchid,OYO Flagship 62356 Golden Orchid,Jorhat,Jorhat,Assam,,"Jorhat, Assam"
83909,Super OYO Capital O N R Residency,Super OYO Capital O N R Residency,Bangalore,Bangalore,Karnataka,,"Bangalore, Karnataka"
83949,Super OYO Collection O 62387 Emara Grand Hotel,Super OYO Collection O 62387 Emara Grand Hotel,Bangalore,Bangalore,Karnataka,,"Bangalore, Karnataka"
84020,SPOT ON Rajputana Homestay,SPOT ON Rajputana Homestay,Jaipur,Jaipur,Rajasthan,,"Jaipur, Rajasthan"
84095,OYO Hotel City Palace,OYO Hotel City Palace,Kanpur,Kanpur,Uttar Pradesh,,"Kanpur, Uttar Pradesh"
84378,OYO Adaaran Ocean Homes,OYO Adaaran Ocean Homes,Visakhapatnam,Visakhapatnam,Andhra Pradesh,,"Visakhapatnam, Andhra Pradesh"
84547,OYO Flagship 62709 The Bell Stay,OYO Flagship 62709 The Bell Stay,Bhilai,Bhilai,Chhattisgarh,,"Bhilai, Chhattisgarh"
84586,OYO Flagship 62745 Rushikonda Grand,OYO Flagship 62745 Rushikonda Grand,Visakhapatnam,Visakhapatnam,Andhra Pradesh,,"Visakhapatnam, Andhra Pradesh"
84715,OYO Shriram Residency,OYO Shriram Residency,Chennai,Chennai,Tamil Nadu,,"Chennai, Tamil Nadu"
84777,Flagship Hotel Royal Blue,Flagship Hotel Royal Blue,Jaipur,Jaipur,Rajasthan,,"Jaipur, Rajasthan"
84814,OYO The Royal International Hotel,OYO The Royal International Hotel,Bangalore,Bangalore,Karnataka,,"Bangalore, Karnataka"
84823,Super OYO Capital O Choice Regal Suites,Super OYO Capital O Choice Regal Suites Near Ragigudda Sri Prasanna Anjanayeswamy Temple,Bangalore,Bangalore,Karnataka,Near Ragigudda Sri Prasanna Anjanayeswamy Temple,"Near Ragigudda Sri Prasanna Anjanayeswamy Temple, Bangalore, Karnataka"
84863,Collection O Hotel Jade,Collection O Hotel Jade,Gangtok,Gangtok,Sikkim,,"Gangtok, Sikkim"
84931,Flagship Aruthraa Residency,Flagship Aruthraa Residency,Coimbatore,Coimbatore,Tamil Nadu,,"Coimbatore, Tamil Nadu"
84971,Flagship Hotel Lotus Inn,Flagship Hotel Lotus Inn,Aurangabad,Aurangabad,Maharashtra,,"Aurangabad, Maharashtra"
84977,OYO Yadav Hotel And Restaurant,OYO Yadav Hotel And Restaurant,Narnaul,Narnaul,Haryana,,"Narnaul, Haryana"
85075,OYO Ekansh Palace,OYO Ekansh Palace,Jaipur,Jaipur,Rajasthan,,"Jaipur, Rajasthan"
85477,OYO Deep Guest House,OYO Deep Guest House,Amritsar,Amritsar,Punjab,,"Amritsar, Punjab"
85724,SPOT ON 63610 The Amber,SPOT ON 63610 The Amber,Durgapur,Durgapur,West Bengal,,"Durgapur, West Bengal"
85780,SPOT ON Hotel Vintage ( Balaji Tower),SPOT ON Hotel Vintage ( Balaji Tower),Patiala,Patiala,Punjab,,"Patiala, Punjab"
85927,SPOT ON Valley Meadow,SPOT ON Valley Meadow,Srinagar,Srinagar,Jammu and Kashmir,,"Srinagar, Jammu and Kashmir"
85978,SPOT ON Vaasthu Inn,SPOT ON Vaasthu Inn,Visakhapatnam,Visakhapatnam,Andhra Pradesh,,"Visakhapatnam, Andhra Pradesh"
86348,SPOT ON Satyam Guest House,SPOT ON Satyam Guest House,Siliguri,Siliguri,West Bengal,,"Siliguri, West Bengal"
86429,OYO Flagship 64090 Hotel SPN,OYO Flagship 64090 Hotel SPN,Chennai,Chennai,Tamil Nadu,,"Chennai, Tamil Nadu"
86641,OYO Pratham Inn,OYO Pratham Inn Near Gomti Riverfront Park,Lucknow,Lucknow,Uttar Pradesh,Near Gomti Riverfront Park,"Near Gomti Riverfront Park, Lucknow, Uttar Pradesh"
86693,SPOT ON Silver Green,SPOT ON Silver Green Near Netaji Subhash Chandra Bose International Airport,Kolkata,Kolkata,West Bengal,Near Netaji Subhash Chandra Bose International Airport,"Near Netaji Subhash Chandra Bose International Airport, Kolkata, West Bengal"
86921,OYO Flagship 64297 Hotel Sai Leela,OYO Flagship 64297 Hotel Sai Leela,Nashik,Nashik,Maharashtra,,"Nashik, Maharashtra"
87274,Collection O Hotel Gulmohar,Collection O Hotel Gulmohar,Jaipur,Jaipur,Rajasthan,,"Jaipur, Rajasthan"
87537,SPOT ON 64602 Madhu Lodge,SPOT ON 64602 Madhu Lodge,Tirupati,Tirupati,Andhra Pradesh,,"Tirupati, Andhra Pradesh"
87629,OYO Sai Nivas,OYO Sai Nivas,Visakhapatnam,Visakhapatnam,Andhra Pradesh,,"Visakhapatnam, Andhra Pradesh"
87734,Collection O Red Paradise,Collection O Red Paradise,Zirakpur,Zirakpur,Punjab,,"Zirakpur, Punjab"
87858,OYO Flagship 64823 Hotel Royace Palace,OYO Flagship 64823 Hotel Royace Palace,Bhopal,Bhopal,Madhya Pradesh,,"Bhopal, Madhya Pradesh"
87876,Flagship Hotel Sunshine,Flagship Hotel Sunshine,Zirakpur,Zirakpur,Punjab,,"Zirakpur, Punjab"
87887,SPOT ON Shashi Prabha Palace,SPOT ON Shashi Prabha Palace,Deoghar,Deoghar,Jharkhand,,"Deoghar, Jharkhand"
87998,SPOT ON Durba 2,SPOT ON Durba 2,Tezpur,Tezpur,Assam,,"Tezpur, Assam"
88008,SPOT ON Silicon City Inn,SPOT ON Silicon City Inn,Varanasi,Varanasi,Uttar Pradesh,,"Varanasi, Uttar Pradesh"
88080,SPOT ON Sneha Home Stay,SPOT ON Sneha Home Stay,Dehradun,Dehradun,Uttarakhand,,"Dehradun, Uttarakhand"
88094,SPOT ON Hotel Jd Sons,SPOT ON Hotel Jd Sons,Nagpur,Nagpur,Maharashtra,,"Nagpur, Maharashtra"
88184,OYO The Orchid,OYO The Orchid,Jamshedpur,Jamshedpur,Jharkhand,,"Jamshedpur, Jharkhand"
88204,OYO Al Ameen Residency,OYO Al Ameen Residency,Kannur,Kannur,Kerala,,"Kannur, Kerala"
88217,OYO Flagship Virat Inn,OYO Flagship Virat Inn,Gwalior,Gwalior,Madhya Pradesh,,"Gwalior, Madhya Pradesh"
88235,Super OYO Capital O 65104 Che Sigma Hotel,Super OYO Capital O 65104 Che Sigma Hotel,Hyderabad,Hyderabad,Telangana,,"Hyderabad, Telangana"
88325,Capital O Hotel Shivam,Capital O Hotel Shivam,Vadodara,Vadodara,Gujarat,,"Vadodara, Gujarat"
88472,OYO Appas Residency,OYO Appas Residency,Wayanad,Wayanad,Kerala,,"Wayanad, Kerala"
88551,OYO Hotel Moon Valley,OYO Hotel Moon Valley,Faridabad,Faridabad,Haryana,,"Faridabad, Haryana"
88630,Capital O Sln Residency,Capital O Sln Residency,Bangalore,Bangalore,Karnataka,,"Bangalore, Karnataka"
88842,Super OYO Flagship Hotel Kd Inn,Super OYO Flagship Hotel Kd Inn,Amritsar,Amritsar,Punjab,,"Amritsar, Punjab"
88847,OYO Flagship 65547 Hotel The Geetika Palace,OYO Flagship 65547 Hotel The Geetika Palace,Ghaziabad,Ghaziabad,Uttar Pradesh,,"Ghaziabad, Uttar Pradesh"
88914,SPOT ON Yatra Inn,SPOT ON Yatra Inn Near Lalbagh Botanical Garden,Bangalore,Bangalore,Karnataka,Near Lalbagh Botanical Garden,"Near Lalbagh Botanical Garden, Bangalore, Karnataka"
88962,OYO Hotel New Raj Kamal,OYO Hotel New Raj Kamal,Aurangabad,Aurangabad,Maharashtra,,"Aurangabad, Maharashtra"
89012,OYO The Nandini's Guest House,OYO The Nandini's Guest House,Jaipur,Jaipur,Rajasthan,,"Jaipur, Rajasthan"
89313,SPOT ON Hotel Hi Tech,SPOT ON Hotel Hi Tech,Chandigarh,Chandigarh,Chandigarh,,Chandigarh
89336,Flagship Shagun Home,Flagship Shagun Home,Jaipur,Jaipur,Rajasthan,,"Jaipur, Rajasthan"
89412,Super OYO Collection O 65916 Companion Leisure Homes,Super OYO Collection O 65916 Companion Leisure Homes,Kovalam,Kovalam,Kerala,,"Kovalam, Kerala"
89461,OYO Flagship Hotel Arihant,OYO Flagship Hotel Arihant,Rajgir,Rajgir,Bihar,,"Rajgir, Bihar"
89488,OYO Hotel Expression,OYO Hotel Expression,Indore,Indore,Madhya Pradesh,,"Indore, Madhya Pradesh"
89491,OYO Flagship 65979 Shri Baijanath Dham Paying Gueust House,OYO Flagship 65979 Shri Baijanath Dham Paying Gueust House,Varanasi,Varanasi,Uttar Pradesh,,"Varanasi, Uttar Pradesh"
89594,OYO Hotel Supreet Inn,OYO Hotel Supreet Inn,Raipur,Raipur,Chhattisgarh,,"Raipur, Chhattisgarh"
89630,SPOT ON Nanki Palace,SPOT ON Nanki Palace,Ajmer,Ajmer,Rajasthan,,"Ajmer, Rajasthan"
89724,4 By OYO - Chandigarh,4 By OYO - Chandigarh,Chandigarh,Chandigarh,Chandigarh,,Chandigarh
89724,4 By OYO - Chandigarh,4 By OYO - Chandigarh,Zirakpur,Zirakpur,Punjab,,"Zirakpur, Punjab"
89747,Collection O Kuti Ghar Residency,Collection O Kuti Ghar Residency,Gangtok,Gangtok,Sikkim,,"Gangtok, Sikkim"
89848,Flagship Hotel Mayur,Flagship Hotel Mayur,Barpeta,Barpeta,Assam,,"Barpeta, Assam"
90005,OYO Kailash View Inn,OYO Kailash View Inn,Nainital,Nainital,Uttarakhand,,"Nainital, Uttarakhand"
90089,OYO Hotel Unique Inn,OYO Hotel Unique Inn,Dhule,Dhule,Maharashtra,,"Dhule, Maharashtra"
90376,Collection O 66492 Hotel Amaran,Collection O 66492 Hotel Amaran,Madurai,Madurai,Tamil Nadu,,"Madurai, Tamil Nadu"
90408,Super OYO Hotel Sky Garden,Super OYO Hotel Sky Garden,Ludhiana,Ludhiana,Punjab,,"Ludhiana, Punjab"
90474,Flagship Victoria Mansion Ashwem,Flagship Victoria Mansion Ashwem,Goa,Goa,Goa,,Goa
90554,Super OYO Collection O Hotel Park Inn,Super OYO Collection O Hotel Park Inn,Gangtok,Gangtok,Sikkim,,"Gangtok, Sikkim"
90679,Collection O 66622 The Grand Vardhaman,Collection O 66622 The Grand Vardhaman,Indore,Indore,Madhya Pradesh,,"Indore, Madhya Pradesh"
90886,Capital O Hotel Harriot,Capital O Hotel Harriot,Bhopal,Bhopal,Madhya Pradesh,,"Bhopal, Madhya Pradesh"
91235,SPOT ON Hotel Prince,SPOT ON Hotel Prince,Narnaul,Narnaul,Haryana,,"Narnaul, Haryana"
91309,Collection O 66979 Hotel Maanpreet,Collection O 66979 Hotel Maanpreet,Bhopal,Bhopal,Madhya Pradesh,,"Bhopal, Madhya Pradesh"
91327,OYO Taj Royal,OYO Taj Royal,Agra,Agra,Uttar Pradesh,,"Agra, Uttar Pradesh"
91331,J C Guest House,J C Guest House,Lucknow,Lucknow,Uttar Pradesh,,"Lucknow, Uttar Pradesh"
91332,Super OYO Am Grandd,Super OYO Am Grandd,Trichy,Trichy,Tamil Nadu,,"Trichy, Tamil Nadu"
91357,OYO Hotel Noryang,OYO Hotel Noryang,Gangtok,Gangtok,Sikkim,,"Gangtok, Sikkim"
91378,Flagship Grand Residency Ambattur,Flagship Grand Residency Ambattur,Chennai,Chennai,Tamil Nadu,,"Chennai, Tamil Nadu"
91418,OYO Flagship 67063 Roy Villa Resort,OYO Flagship 67063 Roy Villa Resort,Berhampore,Berhampore,West Bengal,,"Berhampore, West Bengal"
91430,OYO Ansh Residency,OYO Ansh Residency,Ghaziabad,Ghaziabad,Uttar Pradesh,,"Ghaziabad, Uttar Pradesh"
91652,OYO 12 Stayz,OYO 12 Stayz,Pondicherry,Pondicherry,Puducherry,,"Pondicherry, Puducherry"
91728,SPOT ON 67296 Hotel Kissan,SPOT ON 67296 Hotel Kissan,Jammu,Jammu,Jammu and Kashmir,,Jammu and Kashmir
91745,Super OYO Capital O Hotel Divira Inn,Super OYO Capital O Hotel Divira Inn,Dhanbad,Dhanbad,Jharkhand,,"Dhanbad, Jharkhand"
91749,Flagship Hotel Tuk Tuk Palace,Flagship Hotel Tuk Tuk Palace,Ranchi,Ranchi,Jharkhand,,"Ranchi, Jharkhand"
